movie_id,customer_id,rating,date,split
64,646,3.0,1999-12-30,train
540,646,3.0,1999-12-31,val
391,646,3.0,1999-12-31,train
188,646,3.0,1999-12-31,train
145,646,3.0,2000-01-05,train
336,646,4.0,2000-01-05,train
723,646,2.0,2000-01-06,val
23,509,4.0,2000-01-06,train
703,646,1.0,2000-01-06,train
105,646,4.0,2000-01-06,train
398,509,4.0,2000-01-06,val
391,509,4.0,2000-01-06,val
201,509,5.0,2000-01-06,train
412,646,1.0,2000-01-06,val
295,646,5.0,2000-01-06,train
375,646,4.0,2000-01-06,val
699,646,1.0,2000-01-06,train
12,646,3.0,2000-01-06,train
140,509,4.0,2000-01-06,train
445,646,4.0,2000-01-06,val
653,509,3.0,2000-01-06,train
444,646,2.0,2000-01-06,train
336,509,4.0,2000-01-06,train
506,646,4.0,2000-01-06,train
500,646,4.0,2000-01-06,val
958,646,4.0,2000-01-06,train
749,509,4.0,2000-01-06,train
981,646,1.0,2000-01-06,val
31,509,4.0,2000-01-06,val
451,646,1.0,2000-01-06,train
164,646,4.0,2000-01-06,train
444,509,4.0,2000-01-06,train
817,646,3.0,2000-01-06,train
879,646,1.0,2000-01-06,train
364,646,3.0,2000-01-06,train
567,646,2.0,2000-01-06,train
263,646,4.0,2000-01-06,train
479,646,2.0,2000-01-06,val
843,509,4.0,2000-01-06,train
438,646,4.0,2000-01-06,train
140,646,4.0,2000-01-06,val
399,646,4.0,2000-01-07,train
7,646,3.0,2000-01-09,train
692,646,4.0,2000-01-09,train
297,646,3.0,2000-01-09,val
263,272,4.0,2000-01-13,train
302,272,5.0,2000-01-13,train
64,556,3.0,2000-01-14,train
802,556,4.0,2000-01-14,train
120,272,5.0,2000-01-17,train
979,965,4.0,2000-01-17,train
105,965,3.0,2000-01-17,train
834,272,5.0,2000-01-17,train
671,272,5.0,2000-01-17,val
633,272,5.0,2000-01-17,train
302,965,5.0,2000-01-17,val
343,646,2.0,2000-01-19,train
712,646,3.0,2000-01-19,train
55,646,3.0,2000-01-20,train
673,643,2.0,2000-02-03,train
129,556,5.0,2000-02-03,train
981,643,4.0,2000-02-03,train
631,646,3.0,2000-02-03,train
120,643,3.0,2000-02-03,train
969,643,4.0,2000-02-03,val
23,646,4.0,2000-02-03,val
154,643,1.0,2000-02-03,train
129,643,1.0,2000-02-03,val
541,646,3.0,2000-02-03,train
541,643,3.0,2000-02-03,train
31,643,5.0,2000-02-03,train
678,556,5.0,2000-02-03,val
948,643,2.0,2000-02-03,train
37,643,3.0,2000-02-03,train
184,643,5.0,2000-02-03,val
490,643,4.0,2000-02-03,train
14,643,3.0,2000-02-03,train
343,643,4.0,2000-02-03,train
302,556,4.0,2000-02-04,train
692,556,3.0,2000-02-04,train
263,556,4.0,2000-02-04,train
916,646,3.0,2000-02-06,train
733,646,3.0,2000-02-09,val
117,646,4.0,2000-02-09,train
539,164,4.0,2000-02-13,train
788,164,3.0,2000-02-13,train
692,164,4.0,2000-02-13,val
263,164,5.0,2000-02-13,train
981,164,3.0,2000-02-13,train
302,164,4.0,2000-02-13,train
935,164,2.0,2000-02-13,train
832,164,2.0,2000-02-13,train
37,164,5.0,2000-02-13,train
336,164,4.0,2000-02-13,train
445,164,2.0,2000-02-13,train
12,164,2.0,2000-02-13,train
725,965,1.0,2000-02-18,train
692,965,5.0,2000-02-18,train
879,164,2.0,2000-02-19,train
184,164,4.0,2000-02-19,train
541,164,4.0,2000-02-19,train
749,164,3.0,2000-02-19,train
64,164,2.0,2000-02-19,train
939,164,5.0,2000-02-19,train
98,164,3.0,2000-02-19,train
735,164,5.0,2000-02-19,train
348,164,3.0,2000-02-19,train
398,164,4.0,2000-02-19,train
391,164,5.0,2000-02-19,train
777,164,3.0,2000-02-19,train
930,164,4.0,2000-02-19,train
398,88,4.0,2000-02-20,train
939,88,2.0,2000-02-20,train
130,88,3.0,2000-02-20,val
64,88,5.0,2000-02-20,train
981,88,3.0,2000-02-20,train
539,88,5.0,2000-02-20,train
129,88,2.0,2000-02-20,train
956,88,2.0,2000-02-20,train
979,88,3.0,2000-02-20,train
187,88,3.0,2000-02-25,val
12,88,4.0,2000-02-26,train
898,88,3.0,2000-02-26,train
140,88,5.0,2000-02-27,val
820,88,3.0,2000-02-27,val
939,556,4.0,2000-02-27,train
373,88,3.0,2000-02-29,val
460,509,4.0,2000-03-01,val
556,646,3.0,2000-03-01,train
805,509,4.0,2000-03-01,train
460,646,4.0,2000-03-01,train
633,509,5.0,2000-03-01,train
633,643,4.0,2000-03-01,train
633,646,4.0,2000-03-01,train
686,646,3.0,2000-03-01,val
805,646,3.0,2000-03-01,train
256,646,3.0,2000-03-02,train
23,88,3.0,2000-03-03,train
624,646,3.0,2000-03-05,train
956,119,1.0,2000-03-06,train
212,88,3.0,2000-03-06,train
364,119,4.0,2000-03-06,train
692,119,3.0,2000-03-06,train
302,119,2.0,2000-03-06,train
633,119,5.0,2000-03-06,val
139,119,4.0,2000-03-06,val
840,88,3.0,2000-03-07,train
178,88,5.0,2000-03-07,val
141,965,3.0,2000-03-08,val
221,88,4.0,2000-03-08,train
698,556,4.0,2000-03-12,val
896,646,3.0,2000-03-13,train
399,88,4.0,2000-03-13,train
633,88,5.0,2000-03-13,train
635,161,5.0,2000-03-14,train
692,161,3.0,2000-03-14,train
930,161,1.0,2000-03-14,train
714,161,4.0,2000-03-14,train
879,161,1.0,2000-03-14,train
849,161,1.0,2000-03-14,train
302,161,3.0,2000-03-14,train
513,643,4.0,2000-03-16,train
781,553,4.0,2000-03-17,train
651,119,2.0,2000-03-18,train
129,119,3.0,2000-03-18,train
939,119,2.0,2000-03-18,train
539,119,1.0,2000-03-18,train
712,161,2.0,2000-03-20,train
184,646,3.0,2000-03-20,train
817,579,4.0,2000-03-20,train
12,579,4.0,2000-03-20,train
274,579,3.0,2000-03-20,train
62,579,2.0,2000-03-20,train
830,579,5.0,2000-03-20,val
686,579,3.0,2000-03-20,val
918,553,4.0,2000-03-21,train
2,553,4.0,2000-03-21,train
992,509,3.0,2000-03-21,train
391,553,5.0,2000-03-21,train
352,965,4.0,2000-03-21,val
348,553,5.0,2000-03-21,val
821,553,4.0,2000-03-21,train
201,553,5.0,2000-03-21,train
336,217,3.0,2000-03-22,train
688,217,3.0,2000-03-22,train
64,217,2.0,2000-03-22,train
184,217,2.0,2000-03-22,train
633,217,3.0,2000-03-22,train
343,217,3.0,2000-03-22,train
353,217,5.0,2000-03-22,train
445,217,2.0,2000-03-22,train
221,217,3.0,2000-03-22,val
130,217,3.0,2000-03-22,train
140,217,4.0,2000-03-22,val
23,217,4.0,2000-03-22,train
274,217,5.0,2000-03-22,val
374,217,3.0,2000-03-23,train
916,171,4.0,2000-03-25,val
265,171,4.0,2000-03-25,train
635,171,4.0,2000-03-25,val
821,171,4.0,2000-03-25,train
858,171,2.0,2000-03-25,val
830,171,3.0,2000-03-25,train
398,171,4.0,2000-03-25,train
302,171,3.0,2000-03-25,train
221,171,2.0,2000-03-25,train
817,171,4.0,2000-03-25,val
353,171,4.0,2000-03-25,val
140,171,2.0,2000-03-25,train
790,171,3.0,2000-03-25,train
692,171,3.0,2000-03-25,val
370,171,3.0,2000-03-25,train
336,171,4.0,2000-03-25,train
460,171,4.0,2000-03-25,train
830,161,4.0,2000-03-27,train
802,553,3.0,2000-03-28,val
204,646,4.0,2000-03-28,train
633,171,4.0,2000-03-28,val
821,272,4.0,2000-03-30,train
549,272,4.0,2000-03-30,train
879,700,5.0,2000-04-01,train
939,700,5.0,2000-04-01,train
302,700,5.0,2000-04-01,train
274,88,4.0,2000-04-01,train
692,700,4.0,2000-04-01,train
273,88,3.0,2000-04-02,train
955,217,4.0,2000-04-03,train
434,646,4.0,2000-04-05,train
777,88,4.0,2000-04-05,train
872,88,4.0,2000-04-08,train
593,646,2.0,2000-04-10,train
90,262,1.0,2000-04-11,val
635,556,3.0,2000-04-12,train
916,164,5.0,2000-04-12,val
309,217,5.0,2000-04-12,val
830,164,3.0,2000-04-12,train
373,217,2.0,2000-04-14,val
916,847,3.0,2000-04-15,val
326,646,2.0,2000-04-16,train
340,646,2.0,2000-04-16,val
872,646,3.0,2000-04-16,train
955,646,5.0,2000-04-16,train
741,553,3.0,2000-04-17,train
130,847,3.0,2000-04-18,val
618,847,3.0,2000-04-18,train
979,847,4.0,2000-04-18,val
221,847,3.0,2000-04-18,train
971,847,3.0,2000-04-18,train
935,847,3.0,2000-04-18,val
777,847,3.0,2000-04-18,train
141,272,3.0,2000-04-18,train
692,847,1.0,2000-04-18,train
482,847,3.0,2000-04-18,val
633,847,5.0,2000-04-18,train
539,847,5.0,2000-04-18,train
37,847,4.0,2000-04-18,train
