subset_id,netflix_id
0,8
1,17
2,18
3,28
4,30
5,33
6,44
7,46
8,48
9,52
10,57
11,58
12,77
13,78
14,79
15,83
16,97
17,104
18,108
19,111
20,118
21,127
22,138
23,143
24,148
25,152
26,156
27,165
28,166
29,167
30,171
31,175
32,181
33,187
34,189
35,191
36,197
37,199
38,209
39,213
40,215
41,216
42,223
43,225
44,232
45,240
46,241
47,248
48,252
49,253
50,255
51,256
52,257
53,262
54,268
55,269
56,270
57,273
58,275
59,281
60,283
61,285
62,289
63,290
64,295
65,299
66,304
67,305
68,311
69,312
70,313
71,316
72,329
73,330
74,331
75,334
76,344
77,345
78,348
79,353
80,357
81,359
82,361
83,362
84,367
85,378
86,381
87,385
88,390
89,393
90,398
91,400
92,405
93,406
94,413
95,416
96,420
97,422
98,424
99,425
100,426
101,431
102,433
103,436
104,438
105,442
106,443
107,445
108,457
109,459
110,463
111,468
112,471
113,473
114,482
115,483
116,486
117,489
118,494
119,499
120,501
121,516
122,517
123,524
124,528
125,533
126,534
127,535
128,548
129,550
130,551
131,554
132,561
133,563
134,564
135,569
136,571
137,577
138,580
139,599
140,607
141,615
142,621
143,629
144,631
145,636
146,638
147,645
148,646
149,652
150,658
151,659
152,660
153,661
154,662
155,668
156,670
157,672
158,674
159,677
160,681
161,682
162,686
163,689
164,692
165,696
166,700
167,705
168,708
169,711
170,720
171,722
172,723
173,725
174,730
175,734
176,746
177,749
178,751
179,752
180,758
181,759
182,760
183,763
184,788
185,789
186,798
187,808
188,811
189,817
190,818
191,819
192,822
193,825
194,829
195,831
196,833
197,843
198,851
199,859
200,862
201,872
202,883
203,886
204,894
205,896
206,897
207,900
208,907
209,908
210,918
211,919
212,937
213,940
214,942
215,952
216,953
217,954
218,956
219,962
220,963
221,985
222,989
223,992
224,994
225,996
226,1001
227,1011
228,1012
229,1020
230,1021
231,1022
232,1026
233,1027
234,1032
235,1035
236,1043
237,1046
238,1050
239,1058
240,1060
241,1066
242,1068
243,1073
244,1075
245,1080
246,1089
247,1092
248,1094
249,1096
250,1098
251,1100
252,1102
253,1103
254,1104
255,1110
256,1123
257,1126
258,1129
259,1134
260,1138
261,1140
262,1142
263,1144
264,1145
265,1148
266,1151
267,1163
268,1173
269,1174
270,1175
271,1176
272,1180
273,1200
274,1202
275,1208
276,1216
277,1218
278,1220
279,1221
280,1224
281,1234
282,1245
283,1250
284,1255
285,1256
286,1262
287,1264
288,1267
289,1289
290,1291
291,1295
292,1300
293,1305
294,1307
295,1314
296,1324
297,1329
298,1336
299,1357
300,1359
301,1364
302,1367
303,1370
304,1384
305,1394
306,1395
307,1399
308,1401
309,1406
310,1408
311,1409
312,1421
313,1425
314,1428
315,1435
316,1441
317,1455
318,1466
319,1467
